seqIndex,netCharge,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104
494,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.167,6237.0,5450.55,0.0,0.0521
495,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,16.667,12235.2272727,11083.25,0.0,0.037266
496,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,29.167,7224.72727273,9120.25,0.0,0.039981
497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333,5996.68181818,6090.15,0.0,0.069999
498,1.0,0.0,4.35,0.0,0.0,0.0,1.0,37.5,10261.9545455,8903.3,0.0,0.054361
499,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7131.95454545,10557.4,0.0,0.052447
500,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,8.333,8148.63636364,7290.55,0.0,0.061547
501,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833,10628.7727273,13730.0,0.0,0.052626
502,0.0,4.35,4.35,0.0,0.0,4.35,0.0,25.0,9518.18181818,12178.9,0.0,0.054448
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,8445.59090909,7563.85,0.0,0.060278
504,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,16.0,10733.1304348,10514.047619,0.0,0.067
505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,8198.95652174,9797.04761905,0.0,0.054182
506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,8109.34782609,4830.66666667,0.0,0.049054
507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8850.82608696,9464.33333333,0.0,0.042898
508,1.0,0.0,0.0,0.0,0.0,0.0,0.8,32.0,8258.13043478,8511.47619048,0.0,0.031774
509,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,36.0,6650.17391304,6606.85714286,0.0,0.052991
510,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,8171.30434783,5071.0,0.0,0.040334
511,1.0,0.0,0.0,0.0,0.0,0.0,0.5,28.0,10770.6086957,9991.04761905,0.0,0.051454
512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9546.30434783,9457.38095238,0.0,0.040614
513,1.0,0.0,0.0,0.0,0.0,0.0,0.5,12.0,8868.47826087,10671.0952381,0.0,0.032659
514,1.0,0.0,0.0,0.0,0.0,0.0,0.5,46.154,7510.29166667,7429.22727273,0.0,0.056809
515,2.0,4.0,0.0,0.0,0.0,0.0,0.0,42.308,9206.41666667,10247.0,0.0,0.048973
516,2.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,23.077,8254.08333333,9497.77272727,0.0,0.04859
517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.231,5721.25,4754.0,0.0,0.054889
518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.926,9286.6,8093.2173913,0.0,0.060518
519,3.0,0.0,0.0,0.0,0.0,0.0,0.25,33.333,9110.04,6855.65217391,0.0,0.052208
520,-1.0,0.0,0.0,0.0,0.0,3.85,1.0,33.333,7851.84,8780.34782609,0.0,0.054684
521,1.0,0.0,0.0,3.85,0.0,0.0,0.25,18.519,6978.52,11474.0869565,0.0,0.071144
522,-1.0,0.0,3.85,0.0,0.0,0.0,1.0,18.519,9820.52,9546.56521739,0.0,0.042135
523,2.0,0.0,0.0,0.0,0.0,3.85,0.25,40.741,5286.96,5779.26086957,0.0,0.053413
524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63,9183.24,7130.08695652,0.0,0.057735
525,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.429,11005.0,9553.875,0.0,0.052365
526,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.143,6435.19230769,6384.375,0.0,0.059472
527,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,9574.61538462,6152.66666667,0.0,0.054204
528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.429,9570.30769231,6747.54166667,0.0,0.043514
529,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.429,11975.7307692,6161.125,0.0,0.060814
530,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.429,6379.42307692,5110.20833333,0.0,0.044927
531,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32.143,7370.0,7397.70833333,0.0,0.060618
532,2.0,0.0,3.57,0.0,0.0,0.0,1.0,27.586,9145.33333333,9785.6,0.0,0.058349
533,2.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,20.69,9232.81481481,8928.32,0.0,0.046467
534,3.0,0.0,0.0,0.0,0.0,0.0,0.5,31.034,12993.8888889,13230.48,0.0,0.044902
535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.138,10159.5925926,9742.52,0.0,0.039639
536,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,26.667,4021.85714286,6241.0,0.0,0.04334
537,1.0,0.0,0.0,0.0,0.0,0.0,0.5,23.333,7112.64285714,7826.15384615,0.0,0.043014
538,3.0,3.45,0.0,0.0,0.0,0.0,0.5,26.667,10667.3928571,10750.1538462,0.0,0.038152
539,2.0,3.45,0.0,0.0,0.0,0.0,0.6,16.667,9056.67857143,12261.0769231,0.0,0.050354
540,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,26.667,11596.6428571,9376.53846154,0.0,0.050286
541,4.0,0.0,0.0,0.0,0.0,0.0,0.4,16.667,8267.03571429,6487.07692308,0.0,0.04614
542,1.0,0.0,0.0,0.0,3.33,0.0,0.5,41.935,7056.55172414,7497.33333333,0.002122,0.050363
543,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.581,8199.34482759,8753.74074074,0.000703,0.044422
544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.032,7925.34482759,8529.33333333,0.00204,0.046227
545,0.0,0.0,0.0,0.0,0.0,0.0,0.5,19.355,11382.9310345,8723.07407407,0.002063,0.042797
546,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.875,11861.5666667,10882.0,0.004911,0.042162
547,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.375,9170.7,8047.57142857,0.000787,0.032285
548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11928.7,11414.8928571,0.003131,0.045998
549,6.0,0.0,0.0,0.0,0.0,0.0,0.5,28.125,5975.8,6998.10714286,0.003616,0.04773
550,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.875,8791.13333333,8217.42857143,0.003063,0.051373
551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.875,6342.26666667,5975.64285714,0.000139,0.065664
552,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.375,10220.3333333,10823.8928571,0.005005,0.039974
553,1.0,0.0,0.0,0.0,0.0,3.13,0.0,39.394,7583.83870968,7448.10344828,0.007681,0.040018
554,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,12.121,8633.90322581,9829.86206897,0.00526,0.042987
555,3.0,0.0,0.0,0.0,0.0,0.0,1.0,21.212,13026.2903226,11818.3103448,0.002303,0.042226
556,2.0,0.0,0.0,0.0,0.0,0.0,0.2,21.212,10060.3548387,9512.68965517,0.005454,0.047489
557,-1.0,0.0,0.0,0.0,0.0,0.0,0.75,21.212,12464.1935484,7656.96551724,0.010228,0.042312
558,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18.182,10565.483871,7105.93103448,0.010891,0.032522
559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647,6271.46875,4008.33333333,0.008699,0.039608
560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.714,8042.81818182,7209.09677419,0.010854,0.043302
561,4.0,0.0,0.0,0.0,0.0,0.0,0.5,34.286,8527.84848485,9769.61290323,0.01128,0.037416
562,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,11738.7941176,10917.875,0.007859,0.024465
563,2.0,0.0,0.0,0.0,0.0,0.0,0.5,21.622,7966.51428571,8540.63636364,0.01205,0.0414
564,1.0,0.0,0.0,0.0,2.78,0.0,0.0,24.324,11510.0,10911.7878788,0.007435,0.047567
565,-2.0,0.0,0.0,0.0,0.0,0.0,0.8,34.211,8505.33333333,8423.02941176,0.013131,0.031778
566,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.513,8592.86486486,7298.77142857,0.010468,0.045044
567,-1.0,0.0,0.0,0.0,0.0,2.63,1.0,25.641,11006.1621622,6963.48571429,0.012644,0.029396
568,1.0,0.0,0.0,0.0,0.0,0.0,0.5,28.205,8963.83783784,7352.0,0.013488,0.046327
569,5.0,0.0,2.63,0.0,0.0,0.0,0.0,30.769,8913.86486486,7290.2,0.01145,0.033323
570,0.0,0.0,0.0,0.0,0.0,0.0,0.5,20.455,11118.3809524,9304.225,0.016271,0.042811
571,3.0,0.0,0.0,0.0,0.0,0.0,0.4,21.277,8845.42222222,8214.86046512,0.017421,0.045113
572,-2.0,0.0,0.0,0.0,0.0,6.25,0.75,34.694,9122.10638298,8980.31111111,0.019222,0.042344
